# curie_map:
#   ICD10CM: http://apps.who.int/classifications/icd10/browse/2010/en#/
#   NCI: http://purl.obolibrary.org/obo/NCIT_
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2018-07-05'
# mapping_provider: https://ncit.nci.nih.gov/ncitbrowser/ajax?action=export_maps_to_mapping&target=ICD10CM%202017
# mapping_set_id: http://w3id.org/mapping_commons/disease-mappings/ncit_icd10_2017.sssom.tsv
# mapping_tool: https://github.com/mapping-commons/sssom-py
subject_id	predicate_id	object_id	subject_label	match_type
NCI:C120455	skos:relatedMatch	ICD10CM:C50.019	Malignant neoplasm of nipple and areola, unspecified female breast	Unspecified
NCI:C3248	skos:exactMatch	ICD10CM:D75.81	Myelofibrosis	Unspecified
NCI:C142810	skos:exactMatch	ICD10CM:C91.02	Acute lymphoblastic leukemia, in relapse	Unspecified
NCI:C84509	skos:relatedMatch	ICD10CM:C80.1	Malignant (primary) neoplasm, unspecified	Unspecified
NCI:C15419	skos:relatedMatch	ICD10CM:Z13.9	Special screening examination, unspecified	Unspecified
NCI:C8645	skos:exactMatch	ICD10CM:C91.12	Chronic lymphocytic leukemia of B-cell type in relapse	Unspecified
NCI:C26842	skos:relatedMatch	ICD10CM:K86.9	Disease of pancreas, unspecified	Unspecified
NCI:C3292	skos:relatedMatch	ICD10CM:M88.9	Paget disease of bone, unspecified	Unspecified
NCI:C3557	skos:exactMatch	ICD10CM:C51.2	Malignant neoplasm: Clitoris	Unspecified
NCI:C3620	skos:relatedMatch	ICD10CM:D31.60	Benign neoplasm of unspecified site of unspecified orbit	Unspecified
NCI:C4502	skos:relatedMatch	ICD10CM:D17.9	Benign lipomatous neoplasm, unspecified	Unspecified
NCI:C7548	skos:narrowMatch	ICD10CM:C7A.093	Malignant carcinoid tumor of the kidney	Unspecified
NCI:C8610	skos:relatedMatch	ICD10CM:C79.71	Secondary malignant neoplasm of right adrenal gland	Unspecified
NCI:C9070	skos:exactMatch	ICD10CM:C92.12	Chronic myeloid leukemia, BCR/ABL-positive, in relapse	Unspecified
NCI:C3578	skos:relatedMatch	ICD10CM:C78.1	Secondary malignant neoplasm of mediastinum	Unspecified
NCI:C4934	skos:relatedMatch	ICD10CM:D28.7	Benign neoplasm: Other specified female genital organs	Unspecified
NCI:C3139	skos:narrowMatch	ICD10CM:D43.1	Neoplasm of uncertain or unknown behaviour: Brain, infratentorial	Unspecified
NCI:C15406	skos:relatedMatch	ICD10CM:Z12	Special screening examination for neoplasms	Unspecified
NCI:C3332	skos:narrowMatch	ICD10CM:D38.2	Neoplasm of uncertain or unknown behaviour: Pleura	Unspecified
NCI:C4765	skos:exactMatch	ICD10CM:C30.1	Malignant neoplasm: Middle ear	Unspecified
NCI:C5213	skos:broadMatch	ICD10CM:C50.0	Malignant neoplasm: Nipple and areola	Unspecified
NCI:C4396	skos:narrowMatch	ICD10CM:C74.11	Malignant neoplasm of medulla of right adrenal gland	Unspecified
NCI:C25168	skos:relatedMatch	ICD10CM:Z52.9	Donor of unspecified organ or tissue	Unspecified
NCI:C142104	skos:exactMatch	ICD10CM:R97.1	Elevated cancer antigen 125 [CA 125]	Unspecified
NCI:C3397	skos:narrowMatch	ICD10CM:D43.0	Neoplasm of uncertain or unknown behaviour: Brain, supratentorial	Unspecified
NCI:C34792	skos:exactMatch	ICD10CM:D76.1	Haemophagocytic lymphohistiocytosis	Unspecified
NCI:C4963	skos:exactMatch	ICD10CM:D33.0	Benign neoplasm: Brain, supratentorial	Unspecified
NCI:C6428	skos:relatedMatch	ICD10CM:C7A.025	Malignant carcinoid tumor of the sigmoid colon	Unspecified
NCI:C79949	skos:broadMatch	ICD10CM:C75.2	Malignant neoplasm: Craniopharyngeal duct	Unspecified
NCI:C26324	skos:relatedMatch	ICD10CM:D71	Functional disorders of polymorphonuclear neutrophils	Unspecified
NCI:C156719	skos:exactMatch	ICD10CM:C92.62	Acute myeloid leukemia with 11q23-abnormality in relapse	Unspecified
NCI:C27020	skos:narrowMatch	ICD10CM:N83.9	Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified	Unspecified
NCI:C16205	skos:relatedMatch	ICD10CM:Z76.2	Health supervision and care of other healthy infant and child	Unspecified
NCI:C16877	skos:relatedMatch	ICD10CM:R69	Unknown and unspecified causes of morbidity	Unspecified
NCI:C34782	skos:narrowMatch	ICD10CM:K70.30	Alcoholic cirrhosis of liver without ascites	Unspecified
NCI:C7633	skos:exactMatch	ICD10CM:C45.1	Mesothelioma of peritoneum	Unspecified
NCI:C9351	skos:exactMatch	ICD10CM:C45.0	Mesothelioma of pleura	Unspecified
NCI:C2904	skos:relatedMatch	ICD10CM:M85.429	Solitary bone cyst, unspecified humerus	Unspecified
NCI:C2900	skos:relatedMatch	ICD10CM:N32.9	Bladder disorder, unspecified	Unspecified
NCI:C4437	skos:relatedMatch	ICD10CM:C22.4	Malignant neoplasm: Other sarcomas of liver	Unspecified
NCI:C84348	skos:relatedMatch	ICD10CM:Q85	Phakomatoses, not elsewhere classified	Unspecified
NCI:C26326	skos:relatedMatch	ICD10CM:M95	Other acquired deformities of musculoskeletal system and connective tissue	Unspecified
NCI:C156723	skos:exactMatch	ICD10CM:C94.02	Acute erythroid leukemia, in relapse	Unspecified
NCI:C156722	skos:exactMatch	ICD10CM:C93.02	Acute monoblastic/monocytic leukemia, in relapse	Unspecified
NCI:C156720	skos:exactMatch	ICD10CM:C92.A2	Acute myeloid leukemia with multilineage dysplasia, in relapse	Unspecified
NCI:C156731	skos:exactMatch	ICD10CM:C94.22	Acute megakaryoblastic leukemia, in relapse	Unspecified
NCI:C156717	skos:exactMatch	ICD10CM:C92.52	Acute myelomonocytic leukemia, in relapse	Unspecified
NCI:C34377	skos:exactMatch	ICD10CM:D59	Acquired haemolytic anaemia	Unspecified
NCI:C35228	skos:relatedMatch	ICD10CM:P61.4	Other congenital anaemias, not elsewhere classified	Unspecified
NCI:C4447	skos:exactMatch	ICD10CM:D20.0	Benign neoplasm: Retroperitoneum	Unspecified
NCI:C6431	skos:relatedMatch	ICD10CM:C7B.00	Secondary carcinoid tumors, unspecified site	Unspecified
NCI:C61230	skos:exactMatch	ICD10CM:D61.3	Idiopathic aplastic anaemia	Unspecified
NCI:C92808	skos:relatedMatch	ICD10CM:Z79.3	Long term (current) use of hormonal contraceptives	Unspecified
NCI:C101244	skos:relatedMatch	ICD10CM:Z71.6	Tobacco abuse counselling	Unspecified
NCI:C15549	skos:relatedMatch	ICD10CM:Z12.11	Encounter for screening for malignant neoplasm of colon	Unspecified
NCI:C153141	skos:exactMatch	ICD10CM:Z52.3	Bone marrow donor	Unspecified
NCI:C153142	skos:exactMatch	ICD10CM:Z52.5	Cornea donor	Unspecified
NCI:C4899	skos:relatedMatch	ICD10CM:C92.Z1	Other myeloid leukemia, in remission	Unspecified
NCI:C78255	skos:relatedMatch	ICD10CM:T80.2	Infections following infusion, transfusion and therapeutic injection	Unspecified
NCI:C99957	skos:relatedMatch	ICD10CM:Z63.6	Dependent relative needing care at home	Unspecified
NCI:C27815	skos:exactMatch	ICD10CM:C54.1	Malignant neoplasm: Endometrium	Unspecified
NCI:C35641	skos:narrowMatch	ICD10CM:K43.3	Parastomal hernia with obstruction, without gangrene	Unspecified
NCI:C5035	skos:relatedMatch	ICD10CM:N99	Postprocedural disorders of genitourinary system, not elsewhere classified	Unspecified
NCI:C4897	skos:relatedMatch	ICD10CM:C95.01	Acute leukemia of unspecified cell type, in remission	Unspecified
NCI:C4901	skos:narrowMatch	ICD10CM:C91.61	Prolymphocytic leukemia of T-cell type, in remission	Unspecified
NCI:C54203	skos:relatedMatch	ICD10CM:F17.2	Mental and behavioural disorders due to use of tobacco: Dependence syndrome	Unspecified
NCI:C27609	skos:narrowMatch	ICD10CM:H02.119	Cicatricial ectropion of unspecified eye, unspecified eyelid	Unspecified
NCI:C27573	skos:relatedMatch	ICD10CM:M70.829	Other soft tissue disorders related to use, overuse and pressure, unspecified upper arms	Unspecified
NCI:C25182	skos:relatedMatch	ICD10CM:Z76.4	Other boarder in health-care facility	Unspecified
NCI:C156724	skos:exactMatch	ICD10CM:C92.A1	Acute myeloid leukemia with multilineage dysplasia, in remission	Unspecified
NCI:C20198	skos:relatedMatch	ICD10CM:Z55	Problems related to education and literacy	Unspecified
NCI:C40241	skos:relatedMatch	ICD10CM:N88.8	Other specified noninflammatory disorders of cervix uteri	Unspecified
NCI:C34333	skos:relatedMatch	ICD10CM:R19.0	Intra-abdominal and pelvic swelling, mass and lump	Unspecified
NCI:C34988	skos:broadMatch	ICD10CM:J30	Vasomotor and allergic rhinitis	Unspecified
NCI:C7698	skos:relatedMatch	ICD10CM:F17.223	Nicotine dependence, chewing tobacco, with withdrawal	Unspecified
NCI:C156725	skos:exactMatch	ICD10CM:C93.01	Acute monoblastic/monocytic leukemia, in remission	Unspecified
NCI:C20199	skos:relatedMatch	ICD10CM:Z91.89	Other specified personal risk factors, not elsewhere classified	Unspecified
NCI:C95614	skos:exactMatch	ICD10CM:K22.70	Barrett's esophagus without dysplasia	Unspecified
NCI:C92949	skos:relatedMatch	ICD10CM:Z32.00	Encounter for pregnancy test, result unknown	Unspecified

