# curie_map:
#   HP: http://purl.obolibrary.org/obo/HP_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2024-11-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hp_lexical.sssom.tsv
# object_source: http://purl.obolibrary.org/obo/hp.owl
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
# mapping_provider: https://monarchinitiative.org/
subject_id	subject_label	object_id	object_label	mapping_justification	predicate_id	comment
MONDO:0020121	muscular dystrophy	HP:0003560	Muscular dystrophy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020128	motor neuron disorder	HP:0006802	Abnormal anterior horn cell morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020153	cryptophthalmia	HP:0001126	Cryptophthalmos	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020246	inherited vitreoretinopathy	HP:0007773	Vitreoretinopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020248	vitreoretinal degeneration	HP:0007773	Vitreoretinopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020248	vitreoretinal degeneration	HP:0007964	Degenerative vitreoretinopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020283	uveitis	HP:0000554	Uveitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020289	congenital tricuspid malformation	HP:0001702	Abnormal tricuspid valve morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020290	familial atrioventricular septal defect	HP:0001674	Complete atrioventricular canal defect	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020290	familial atrioventricular septal defect	HP:0006695	Atrioventricular canal defect	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020291	hypoplastic right heart syndrome	HP:0010954	Hypoplastic right heart	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020311	chronic myelomonocytic leukemia	HP:0012325	Chronic myelomonocytic leukemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020316	acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	HP:0004820	Acute myelomonocytic leukemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020322	acute biphenotypic leukemia	HP:0005531	Biphenotypic acute leukemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020325	anaplastic large cell lymphoma	HP:0012193	Anaplastic large-cell lymphoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020340	bilateral perisylvian polymicrogyria	HP:0032407	Bilateral perisylvian polymicrogyria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020341	periventricular nodular heterotopia	HP:0007165	Periventricular heterotopia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020341	periventricular nodular heterotopia	HP:0032388	Periventricular nodular heterotopia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020354	coloboma of choroid and retina	HP:0000480	Retinal coloboma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020354	coloboma of choroid and retina	HP:0000567	Chorioretinal coloboma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020356	coloboma of iris	HP:0000612	Iris coloboma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020357	coloboma of eyelid	HP:0000625	Eyelid coloboma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020364	posterior polymorphous corneal dystrophy	HP:0007915	Polymorphous posterior corneal dystrophy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020366	congenital glaucoma	HP:0000557	Buphthalmos	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020366	congenital glaucoma	HP:0008007	Primary congenital glaucoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020368	Axenfeld anomaly	HP:0001492	Axenfeld anomaly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020373	early-onset anterior polar cataract	HP:0001134	Anterior polar cataract	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020374	cerulean cataract	HP:0007976	Cerulean cataract	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020398	congenital mitral stenosis	HP:0011570	Congenital mitral stenosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020410	aorto-right ventricular tunnel	HP:0031933	Aorto-right ventricular tunnel	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020411	aorto-left ventricular tunnel	HP:0031932	Aorto-left ventricular tunnel	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020415	Kommerell diverticulum	HP:0011593	Left aortic arch with retroesophageal diverticulum of Kommerell	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020417	right aortic arch	HP:0012020	Right aortic arch	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020419	pulmonary artery hypoplasia	HP:0004971	Pulmonary artery hypoplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020420	pulmonary branch stenosis	HP:0004969	Peripheral pulmonary artery stenosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020429	cor triatriatum dexter	HP:0011566	Cor triatriatum dexter	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020434	atrial septal defect, ostium secundum type	HP:0001684	Secundum atrial septal defect	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020435	atrial septal defect, coronary sinus type	HP:0031297	Unroofed coronary sinus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020437	atrial septal defect, ostium primum type	HP:0010445	Primum atrial septal defect	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020438	atrial septal aneurysm	HP:0011995	Atrial septal dilatation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020439	patent foramen ovale	HP:0001655	Patent foramen ovale	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020453	congenital partial pulmonary venous return anomaly	HP:0010773	Partial anomalous pulmonary venous return	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020461	epiblepharon	HP:0011225	Epiblepharon	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020464	euryblepharon	HP:0012905	Euryblepharon	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020480	sulfite oxidase deficiency due to molybdenum cofactor deficiency	HP:0003570	Molybdenum cofactor deficiency	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020491	subcortical band heterotopia	HP:0032409	Subcortical band heterotopia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020492	hemimegalencephaly	HP:0001355	Megalencephaly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020492	hemimegalencephaly	HP:0007206	Hemimegalencephaly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020511	precursor B-cell acute lymphoblastic leukemia	HP:0004812	B Acute Lymphoblastic Leukemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020511	precursor B-cell acute lymphoblastic leukemia	HP:0030080	Burkitt lymphoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020517	eosinophilic granuloma	HP:0032253	Eosinophilic granuloma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020520	adult pulmonary Langerhans cell histiocytosis	HP:0034769	Pulmonary Langerhans cell histiocytosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020525	transient neonatal diabetes mellitus	HP:0008255	Transient neonatal diabetes mellitus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020541	maligant granulosa cell tumor of ovary	HP:0031920	Malignant ovarian granulosa cell tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020560	atypical teratoid rhabdoid tumor	HP:0034401	Atypical teratoid/rhabdoid tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020567	apnea of prematurity	HP:0034236	Apnea of prematurity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020575	polymorphic ventricular tachycardia	HP:0031677	Polymorphic ventricular tachycardia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020576	cutaneous vasculitis	HP:0200029	Vasculitis in the skin	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020586	factor V deficiency	HP:0003225	Reduced coagulation factor V activity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020587	factor XI deficiency	HP:0001929	Reduced factor XI activity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020593	trichoblastoma	HP:0025367	Trichoepithelioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020597	angiokeratoma of scrotum	HP:0034409	Fordyce angiokeratoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020598	malabsorption syndrome	HP:0002024	Malabsorption	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020638	superficial spreading melanoma	HP:0012057	Superficial spreading melanoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020642	polycystic kidney disease	HP:0000113	Polycystic kidney dysplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020673	arterial occlusion	HP:0025324	Arterial occlusion	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020678	sensorineural hearing loss disorder	HP:0000407	Sensorineural hearing impairment	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020679	conductive hearing loss disorder	HP:0000405	Conductive hearing impairment	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020690	adult glioblastoma	HP:0012174	Glioblastoma multiforme	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020692	spondylocostal dysostosis 1, autosomal recessive	HP:0003468	Abnormal vertebral morphology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020696	vitamin B12 deficiency	HP:0100502	Decreased circulating vitamin B12 concentration	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020705	neural tube defects, susceptibility to	HP:0002414	Spina bifida	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020706	Heberden's node	HP:0012313	Heberden's node	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020709	Majocchi granuloma	HP:0032517	Majocchi's granuloma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020722	nephrolithiasis susceptibility caused by SLC26A1	HP:0008672	Calcium oxalate nephrolithiasis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020730	carpal tunnel syndrome 1	HP:0012185	Constrictive median neuropathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020744	Mobitz type I atrioventricular block	HP:0011707	Mobitz I atrioventricular block	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020745	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	HP:0011675	Arrhythmia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020773	cerebrospinal fluid rhinorrhea	HP:0030998	Cerebrospinal fluid rhinorrhoea	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020804	basal cell carcinoma	HP:0002671	Basal cell carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020806	sinoatrial block	HP:0012723	Sinoatrial block	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020920	escherichia coli infection	HP:0002740	Recurrent E. coli infections	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0020927	postaxial polydactyly	HP:0100259	Postaxial polydactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021002	syndactyly	HP:0001159	Syndactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021003	polydactyly	HP:0010442	Polydactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021003	polydactyly	HP:0100259	Postaxial polydactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021004	brachydactyly	HP:0001156	Brachydactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021022	hereditary hyperekplexia	HP:0002267	Exaggerated startle response	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021036	keratosis pilaris	HP:0032152	Keratosis pilaris	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021040	pancreatic neoplasm	HP:0002894	Neoplasm of the pancreas	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021042	glioma	HP:0009733	Glioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021049	vulvar neoplasm	HP:0030416	Vulvar neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021050	vaginal neoplasm	HP:0100650	Vaginal neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021053	carotid body paraganglioma	HP:0030074	Chemodectoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021055	classic familial adenomatous polyposis	HP:0005227	Adenomatous colonic polyposis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021061	neurofibromatosis	HP:0001067	Neurofibroma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021063	malignant colon neoplasm	HP:0003003	Colon cancer	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021064	jugulotympanic paraganglioma	HP:0003001	Glomus jugular tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021066	urinary system neoplasm	HP:0010786	Urinary tract neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021068	ovarian neoplasm	HP:0100615	Ovarian neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021071	laryngeal neoplasm	HP:0100605	Neoplasm of the larynx	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021080	blood vessel neoplasm	HP:0100742	Vascular neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021085	gastric neoplasm	HP:0006753	Neoplasm of the stomach	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021091	papillary cystadenoma	HP:0009715	Papillary cystadenoma of the epididymis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021091	papillary cystadenoma	HP:0100517	Neoplasm of the urethra	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021094	immunodeficiency disease	HP:0002721	Immunodeficiency	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021100	breast neoplasm	HP:0100013	Neoplasm of the breast	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021107	narcolepsy	HP:0030050	Narcolepsy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021108	meningitis	HP:0001287	Meningitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021111	ureter neoplasm	HP:0100516	Neoplasm of the ureter	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021113	respiratory failure	HP:0002878	Respiratory failure	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021117	lung neoplasm	HP:0100526	Neoplasm of the lung	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021124	female infertility	HP:0008222	Female infertility	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021129	microphthalmia	HP:0000568	Microphthalmia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021132	tertiary hyperparathyroidism	HP:0011770	Tertiary hyperparathyroidism	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021148	female reproductive system neoplasm	HP:0033020	Female reproductive system neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021163	kidney neoplasm	HP:0009726	Renal neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021169	epithelioid hemangioma	HP:0032060	Epithelioid hemangioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021187	hyperlipidemia	HP:0003077	Hyperlipidemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021192	odontogenic neoplasm	HP:0100612	Odontogenic neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021193	neuroepithelial neoplasm	HP:0030063	Neuroepithelial neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021201	skin infection	HP:0100658	Cellulitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021203	serous otitis media	HP:0031353	Otitis media with effusion	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021204	chronic otitis media	HP:0000389	Chronic otitis media	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021209	heart neoplasm	HP:0100544	Neoplasm of the heart	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021210	trachea neoplasm	HP:0100551	Neoplasm of the trachea	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021211	brain neoplasm	HP:0030692	Brain neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021220	eye neoplasm	HP:0100012	Neoplasm of the eye	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021223	digestive system neoplasm	HP:0034930	Digestive system neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021227	adrenal gland neoplasm	HP:0100631	Neoplasm of the adrenal gland	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021230	uterine cervix neoplasm	HP:0030159	Cervical polyp	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021230	uterine cervix neoplasm	HP:0032241	Cervical neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021231	retina neoplasm	HP:0009919	Retinoblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021231	retina neoplasm	HP:0012777	Retinal neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021232	pineal body neoplasm	HP:0010799	Pinealoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021232	pineal body neoplasm	HP:0030693	Supratentorial neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021233	ear neoplasm	HP:0012780	Neoplasm of the ear	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021234	spinal cord neoplasm	HP:0010302	Spinal cord tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021237	adrenal medulla neoplasm	HP:0100642	Neoplasm of the adrenal medulla	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021239	urethra neoplasm	HP:0100517	Neoplasm of the urethra	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021240	tongue neoplasm	HP:0100648	Neoplasm of the tongue	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021245	oral cavity neoplasm	HP:0100649	Neoplasm of the oral cavity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021246	pharynx neoplasm	HP:0100638	Neoplasm of the pharynx	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021248	nervous system neoplasm	HP:0004375	Neoplasm of the nervous system	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021249	lip neoplasm	HP:0100604	Neoplasm of the lip	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021253	gallbladder neoplasm	HP:0100575	Neoplasm of the gallbladder	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021259	prostate neoplasm	HP:0100787	Prostate neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021281	cavernous hemangioma of retina	HP:0011513	Retinal cavernous hemangioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021311	malignant tumor of parathyroid gland	HP:0006780	Parathyroid carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021335	carcinoma of duodenum	HP:0006771	Duodenal adenocarcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021348	neoplasm of testis	HP:0010788	Testicular neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021353	tumor of uterus	HP:0010784	Uterine neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021354	tumor of adipose tissue	HP:0012031	Lipomatous tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021355	neoplasm of esophagus	HP:0100751	Esophageal neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021357	tumor of salivary gland	HP:0100684	Salivary gland neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021360	tumor of parathyroid gland	HP:0100733	Neoplasm of the parathyroid gland	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021366	neoplasm of middle ear	HP:0100799	Neoplasm of the middle ear	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021390	polyp of ureter	HP:0025635	Ureteral polyp	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021392	polyp of large intestine	HP:0200063	Colorectal polyposis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021398	polyp of rectum	HP:0100896	Rectal polyposis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021420	polyp of vocal cord	HP:0032041	Vocal cord polyp	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021454	benign neoplasm of eye	HP:0001140	Limbal dermoid	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021531	fibroma of lung	HP:0010616	Lung fibroma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021540	hamartoma of lung	HP:0034710	Pulmonary hamartoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021542	hemangioma of choroid	HP:0007872	Choroidal hemangioma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021562	omphalitis	HP:0032435	Neonatal omphalitis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021568	renal tubule disorder	HP:0000124	Renal tubular dysfunction	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021636	astrocytic tumor	HP:0009592	Astrocytoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021642	vulval varices	HP:0100677	Vulval varicose vein	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021643	mesenteric varices	HP:0002626	Venous varicosities of celiac and mesenteric vessels	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021657	ovarian sex cord-stromal tumor	HP:0031918	Ovarian sex cord-stromal tumor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021660	deep seated dermatophytosis	HP:0032515	Deep dermatophytosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021661	coronary atherosclerosis	HP:0001677	Coronary artery atherosclerosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021667	neuralgia	HP:0033345	Neuralgia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021718	polyneuritis	HP:0031003	Polyneuritis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021722	vulvodynia	HP:0030943	Vulvodynia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021723	vaginismus	HP:0030017	Vaginismus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021727	aberrant subclavian artery	HP:0031014	Arteria lusoria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021759	acquired fructose intolerance	HP:0005973	Fructose intolerance	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021809	primary dysautonomia	HP:0012332	Abnormal autonomic nervous system physiology	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021812	adnexal spiradenoma/cylindroma of a sweat gland	HP:0031024	Cylindroma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021902	aortopulmonary window	HP:0011604	Aortopulmonary window	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0021915	arakawa syndrome 2	HP:0003524	Decreased methionine synthase activity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022013	Boerhaave syndrome	HP:0005203	Spontaneous esophageal perforation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022171	chromhidrosis	HP:0034426	Chromhidrosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022236	colpocephaly	HP:0030048	Colpocephaly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022330	4-hydroxyphenylacetic aciduria	HP:0003607	4-hydroxyphenylacetic aciduria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022349	congenital absence of septum pellucidum	HP:0001331	Absent septum pellucidum	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022394	cervical intraepithelial neoplasia	HP:0032131	Cervical dysplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022394	cervical intraepithelial neoplasia	HP:0032242	Cervical intraepithelial neoplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022402	agyria-pachygyria type 1	HP:0006818	4-layered lissencephaly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022430	persistent fetal circulation syndrome	HP:0011726	Persistent fetal circulation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022509	asternia	HP:0010308	Asternia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0022568	bidirectional tachycardia	HP:0034040	Bidirectional ventricular tachycardia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
